,ytid,marvin_classes,labels,tot_speech_ct,child_speech_ct,female_speech_ct,male_speech_ct,other_speech_ct,silence_ct
3803,FcUVtXJMkJs,"['speech', 'not_speech', 'speech']","['Screaming', 'Music', 'Speech']",2,0,0,0,2,0
3804,FcoaPlx5ML8,"['not_speech', 'not_speech']","['Wind chime', 'Chime']",0,0,0,0,0,0
3805,FcvZ1MFAnlg,['not_speech'],['Jingle bell'],0,0,0,0,0,0
3806,Fd6m-SE9akA,['not_speech'],"['Jingle, tinkle']",0,0,0,0,0,0
3807,FdE48YSu7ww,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Goose']",0,0,0,0,0,0
3808,FdIl-mIq4DM,"['not_speech', 'speech']","['Squish', 'Speech']",1,0,0,0,1,0
3809,FeCE8UFWPug,['not_speech'],['Whir'],0,0,0,0,0,0
3810,FeErJJqBlek,['not_speech'],"['Jingle, tinkle']",0,0,0,0,0,0
3811,FeXZY4eVLlo,"['not_speech', 'speech']","['Basketball bounce', 'Speech']",1,0,0,0,1,0
3812,FeikEwOLSFc,"['not_speech', 'not_speech', 'speech']","['Squish', 'Drip', 'Speech']",1,0,0,0,1,0
3813,Ff3S0vvWM1o,['not_speech'],['Mechanical fan'],0,0,0,0,0,0
3814,Ff4IIKMGH4s,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Music', 'Sidetone', 'Speech', 'Inside, large room or hall']",1,0,0,0,1,0
3815,FfBPHWnQINM,"['speech', 'speech']","['Conversation', 'Speech']",2,0,0,0,2,0
3816,FfcQvsHawpA,"['not_speech', 'not_speech']","['Breaking', 'Outside, urban or manmade']",0,0,0,0,0,0
3817,Fg18M9ARcQY,"['not_speech', 'not_speech', 'not_speech']","['Engine knocking', 'Engine', 'Vehicle']",0,0,0,0,0,0
3818,Fg8yzA7zifw,"['speech', 'not_speech', 'not_speech', 'not_speech']","['Singing', 'Gospel music', 'Music', 'Song']",1,0,0,0,1,0
3819,FgUBZ0Uinxg,"['not_speech', 'not_speech']","['Snort', 'Gasp']",0,0,0,0,0,0
3820,FgV2Sllft6Q,['not_speech'],['Pink noise'],0,0,0,0,0,0
3821,FgiGqzj8Hkk,"['not_speech', 'not_speech', 'not_speech']","['Ambulance (siren)', 'Emergency vehicle', 'Siren']",0,0,0,0,0,0
3822,FgzVC4jxtxg,"['not_speech', 'not_speech']","['Clarinet', 'Wind instrument, woodwind instrument']",0,0,0,0,0,0
3823,Fh53p0Tnnxg,"['not_speech', 'not_speech']","['Music', 'Sitar']",0,0,0,0,0,0
3824,Fh6RuC3pNhw,"['not_speech', 'not_speech', 'not_speech']","['Accelerating, revving, vroom', 'Whir', 'Medium engine (mid frequency)']",0,0,0,0,0,0
3825,FhaYvI1yrUM,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Horse', 'Music', 'Neigh, whinny', 'Speech', 'Animal']",1,0,0,0,1,0
3826,FhaxyhtVfCA,"['not_speech', 'not_speech', 'not_speech']","['Ambulance (siren)', 'Emergency vehicle', 'Siren']",0,0,0,0,0,0
3827,FhdwqO-sJqk,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Ice cream truck, ice cream van', 'Music', 'Speech', 'Outside, rural or natural']",1,0,0,0,1,0
3828,Fihamhv6TJo,"['not_speech', 'male_speech', 'not_speech', 'speech']","['Applause', 'Male speech, man speaking', 'Chuckle, chortle', 'Speech']",2,0,0,1,1,0
3829,Fj9Hv1gEJLA,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['New-age music', 'Music', 'Crow', 'Environmental noise', 'Caw']",0,0,0,0,0,0
3830,FjFAKjlNiGk,"['not_speech', 'not_speech']","['Video game music', 'Music']",0,0,0,0,0,0
3831,FjRjHKz1kU0,"['not_speech', 'not_speech', 'not_speech']","['Turkey', 'Fowl', 'Gobble']",0,0,0,0,0,0
3832,FjeBeV_0-aE,"['not_speech', 'not_speech']","['Zither', 'Pizzicato']",0,0,0,0,0,0
3833,FjeKGukXYWQ,['not_speech'],"['Whack, thwack']",0,0,0,0,0,0
3834,FjtC69ifklY,"['speech', 'speech']","['Grunt', 'Speech']",2,0,0,0,2,0
3835,FjwCZ59rlRc,"['not_speech', 'speech']","['Stomach rumble', 'Speech']",1,0,0,0,1,0
3836,FkpJaXzgMBQ,"['speech', 'speech', 'not_speech', 'not_speech', 'not_speech']","['Singing', 'Humming', 'Music', 'Inside, small room', 'Inside, large room or hall']",2,0,0,0,2,0
3837,Fksz_uENt9U,"['not_speech', 'not_speech']","['Music', 'Sad music']",0,0,0,0,0,0
3838,FlR5CqxP9Bw,"['not_speech', 'speech']","['Keys jangling', 'Speech']",1,0,0,0,1,0
3839,FlhYAKfilYk,['not_speech'],['Maraca'],0,0,0,0,0,0
3840,Flnwq0YuoAU,"['not_speech', 'speech']","['Squawk', 'Speech']",1,0,0,0,1,0
3841,FloVDFGQz1c,['not_speech'],"['Thump, thud']",0,0,0,0,0,0
3842,Flusa6-SaDM,"['not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Horse', 'Clip-clop', 'Speech', 'Livestock, farm animals, working animals', 'Animal']",1,0,0,0,1,0
3843,Fm3Cq-Cs_O8,['not_speech'],['Telephone bell ringing'],0,0,0,0,0,0
3844,FnHSzq77RGE,"['not_speech', 'speech']","['Trickle, dribble', 'Speech']",1,0,0,0,1,0
3845,FneEc150gSY,"['not_speech', 'not_speech']","['Pump (liquid)', 'Water']",0,0,0,0,0,0
3846,Fnsn0MeW3X4,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Brass instrument', 'French horn', 'Trombone', 'Trumpet']",0,0,0,0,0,0
3847,FnxSEudHsO8,['not_speech'],['Crack'],0,0,0,0,0,0
3848,FoLn9fmMmFo,"['not_speech', 'not_speech', 'speech']","['Music', 'Psychedelic rock', 'Speech']",1,0,0,0,1,0
3849,FoUQI4TX0sE,['not_speech'],"['Slap, smack']",0,0,0,0,0,0
3850,Fofrq5xaAeQ,"['not_speech', 'not_speech', 'not_speech']","['Theme music', 'New-age music', 'Music']",0,0,0,0,0,0
3851,Fon1IZ0fRSI,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Canidae, dogs, wolves', 'Domestic animals, pets', 'Dog', 'Growling', 'Animal']",0,0,0,0,0,0
3852,FoswMlvrv8o,"['not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Aircraft engine', 'Vehicle', 'Speech', 'Fixed-wing aircraft, airplane', 'Aircraft']",1,0,0,0,1,0
3853,FozQx4sYIVY,"['not_speech', 'not_speech']","['Wind instrument, woodwind instrument', 'Shofar']",0,0,0,0,0,0
3854,Fp15kxAE3ig,['not_speech'],['Jingle bell'],0,0,0,0,0,0
3855,FpLAlaQCI5w,"['not_speech', 'not_speech']","['Harpsichord', 'Keyboard (musical)']",0,0,0,0,0,0
3856,FpSHaK68ch8,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music', 'Independent music', 'Song', 'Sheep', 'Bleat']",0,0,0,0,0,0
3857,FpjFjKdm9eI,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Music', 'Skateboard', 'Speech', 'Outside, urban or manmade']",1,0,0,0,1,0
3858,FpsBLinFYik,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Car alarm', 'Emergency vehicle', 'Siren', 'Police car (siren)']",0,0,0,0,0,0
3859,FptBA-EPt18,"['not_speech', 'speech']","['Ping', 'Speech']",1,0,0,0,1,0
3860,Fpy6mkGwjfc,"['not_speech', 'not_speech']","['Filing (rasp)', 'Rub']",0,0,0,0,0,0
3861,FqZR5xJFOtI,"['not_speech', 'not_speech']","['Croak', 'Frog']",0,0,0,0,0,0
3862,Fqj5QcURlDI,['not_speech'],['Tearing'],0,0,0,0,0,0
3863,Fr0UnYeFVW0,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Fill (with liquid)', 'Pump (liquid)', 'Speech', 'Gush']",1,0,0,0,1,0
3864,Fr6WH57YHxM,['not_speech'],['Patter'],0,0,0,0,0,0
3865,FrHCQ5x2pNQ,['not_speech'],['Waterfall'],0,0,0,0,0,0
3866,Frgvl2G8pas,['not_speech'],['Drawer open or close'],0,0,0,0,0,0
3867,Fri9saWvgz8,"['not_speech', 'not_speech']","['Music', 'Boing']",0,0,0,0,0,0
3868,FrlIx-FwBO0,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music', 'Domestic animals, pets', 'Pant', 'Dog', 'Animal']",0,0,0,0,0,0
3869,Fs2YefjVpd4,"['not_speech', 'not_speech']","['Wind chime', 'Chime']",0,0,0,0,0,0
3870,Fs462T7ODUQ,"['not_speech', 'not_speech']","['Door', 'Sliding door']",0,0,0,0,0,0
3871,FsDzsxpWfg8,['not_speech'],['Christian music'],0,0,0,0,0,0
3872,FsVcCpJ6Gak,['not_speech'],['Church bell'],0,0,0,0,0,0
3873,Fsjek-8l9js,"['not_speech', 'not_speech']","['Throbbing', 'Hum']",0,0,0,0,0,0
3874,Fsm-xDmyFKg,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Funk', 'Music', 'Reggae', 'Rhythm and blues']",0,0,0,0,0,0
3875,Fsu2SmNMX7c,"['not_speech', 'not_speech']","['Boat, Water vehicle', 'Ship']",0,0,0,0,0,0
3876,FsywuRmOMTM,"['speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech']","['Singing', 'Folk music', 'Guitar', 'Acoustic guitar', 'Music', 'Musical instrument', 'Speech', 'Plucked string instrument']",2,0,0,0,2,0
3877,Ft5y1fAOU0o,"['not_speech', 'not_speech', 'not_speech']","['Steam whistle', 'Steam', 'Hiss']",0,0,0,0,0,0
3878,FtE4v1xAhf8,['not_speech'],['Whip'],0,0,0,0,0,0
3879,FtTzkBlkLJ4,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music', 'Sheep', 'Bleat', 'Animal']",0,0,0,0,0,0
3880,FtavMkHyRMM,"['not_speech', 'speech']","['Busy signal', 'Speech']",1,0,0,0,1,0
3881,FteW_2gNtD4,"['not_speech', 'not_speech']","['Music', 'Rattle (instrument)']",0,0,0,0,0,0
3882,Fu2PVtbwfhc,"['not_speech', 'not_speech', 'not_speech']","['Sizzle', 'Stir', 'Frying (food)']",0,0,0,0,0,0
3883,FuLmViFn6f0,['not_speech'],['Breaking'],0,0,0,0,0,0
3884,FujRXXHxYtA,['not_speech'],['Cash register'],0,0,0,0,0,0
3885,Fup02r6oh-8,"['not_speech', 'not_speech', 'speech']","['Cat', 'Purr', 'Speech']",1,0,0,0,1,0
3886,FurNBquZ3O4,['not_speech'],"['Jingle, tinkle']",0,0,0,0,0,0
3887,Fv0fCG8nWA0,['not_speech'],['Arrow'],0,0,0,0,0,0
3888,Fv9swdLA-lo,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music of Africa', 'Music', 'Ska', 'Music of Latin America']",0,0,0,0,0,0
3889,FvHIEK4f1Qc,['not_speech'],"['Beep, bleep']",0,0,0,0,0,0
3890,FvIKye4-iGc,"['not_speech', 'not_speech']","['Music', 'Boom']",0,0,0,0,0,0
3891,Fvk3sWUjGuM,['not_speech'],['Rustling leaves'],0,0,0,0,0,0
3892,FwGEy5Ek_xw,"['not_speech', 'not_speech', 'not_speech']","['Bicycle', 'Vehicle', 'Bicycle bell']",0,0,0,0,0,0
3893,FwJG02xSVcg,"['not_speech', 'not_speech']","['Pulleys', 'Mechanisms']",0,0,0,0,0,0
3894,FwJnnf1Ogcw,"['not_speech', 'not_speech', 'speech']","['Jingle (music)', 'Music', 'Speech']",1,0,0,0,1,0
3895,Fwdl3YZeLRk,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cymbal', 'Cowbell', 'Drum', 'Drum kit', 'Rimshot', 'Snare drum', 'Bass drum', 'Percussion']",0,0,0,0,0,0
3896,Fwi2B6s6vGM,"['not_speech', 'speech']","['Zipper (clothing)', 'Speech']",1,0,0,0,1,0
3897,FwlNz4gc9s0,"['not_speech', 'not_speech', 'speech']","['Ding-dong', 'Snicker', 'Speech']",1,0,0,0,1,0
3898,Fx2yDgMqYJA,"['not_speech', 'speech']","['Air conditioning', 'Speech']",1,0,0,0,1,0
3899,Fx4Ao1oF2kI,"['not_speech', 'speech', 'not_speech']","['Gargling', 'Speech', 'Inside, small room']",1,0,0,0,1,0
3900,FxZTKkmtKic,"['speech', 'not_speech', 'female_speech', 'speech']","['Laughter', 'Fart', 'Female speech, woman speaking', 'Speech']",3,0,1,0,2,0
3901,FxazUcUfh1o,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Waves, surf', 'Rowboat, canoe, kayak', 'Ocean']",0,0,0,0,0,0
3902,FxeA9blzUD8,"['not_speech', 'not_speech']","['Music', 'Lullaby']",0,0,0,0,0,0
3903,Fxl4CpEjcQU,['not_speech'],['Crackle'],0,0,0,0,0,0
3904,FxpV97ILuSo,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Punk rock', 'Psychedelic rock']",0,0,0,0,0,0
3905,Fy0aCDmgnxg,['not_speech'],['Vibraphone'],0,0,0,0,0,0
3906,Fy51z2RwH3E,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['House music', 'Music', 'Dubstep', 'Electronic dance music', 'Dance music', 'Electronica']",0,0,0,0,0,0
3907,Fy71mSn3cD0,"['not_speech', 'not_speech']","['Splinter', 'Wood']",0,0,0,0,0,0
3908,Fy8T8zRPaEQ,"['not_speech', 'speech']","['Crack', 'Speech']",1,0,0,0,1,0
3909,Fz1SAYd7js0,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Rain', 'Thunderstorm', 'Thunder', 'Rain on surface']",0,0,0,0,0,0
3910,Fz2VI-6exXU,['not_speech'],['Mouse'],0,0,0,0,0,0
3911,Fz99QvWup20,"['not_speech', 'not_speech', 'not_speech']","['Rain', 'Raindrop', 'Rain on surface']",0,0,0,0,0,0
3912,FzG8ZQAhKrE,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Theme music', 'Music', 'Exciting music', 'Scary music']",0,0,0,0,0,0
3913,FzIiCjnwvD4,"['not_speech', 'not_speech', 'speech']","['Music', 'Sonar', 'Speech']",1,0,0,0,1,0
3914,FzS3nUnoDPQ,['not_speech'],['Timpani'],0,0,0,0,0,0
3915,Fze1fchSB8o,"['not_speech', 'not_speech']","['Music', 'Bellow']",0,0,0,0,0,0
3916,Fzs-OIw-Atw,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",0,0,0,0,0,0
3917,G--718JDmAQ,"['speech', 'speech']","['Screaming', 'Speech']",2,0,0,0,2,0
3918,G-7BfzMgZL8,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Rapping', 'Reggae']",0,0,0,0,0,0
3919,G-r1IqWjkKw,['not_speech'],['Arrow'],0,0,0,0,0,0
3920,G-tO6Sqyiu4,"['not_speech', 'not_speech', 'not_speech']","['Fowl', 'Cluck', 'Chicken, rooster']",0,0,0,0,0,0
3921,G02MLay6p7U,"['not_speech', 'not_speech']","['Mains hum', 'Hum']",0,0,0,0,0,0
3922,G05qd2dU9ug,"['not_speech', 'not_speech']","['Silence', 'Breaking']",0,0,0,0,0,0
3923,G0BBhLFA9kg,['not_speech'],['Arrow'],0,0,0,0,0,0
3924,G1-XHWLgtlA,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cymbal', 'Drum', 'Drum kit', 'Drum roll', 'Hi-hat', 'Rimshot', 'Bass drum', 'Percussion']",0,0,0,0,0,0
3925,G1LY8Vt6GAU,"['not_speech', 'speech']","['Sniff', 'Speech']",1,0,0,0,1,0
3926,G1OlHEvPRT8,['not_speech'],['Rustling leaves'],0,0,0,0,0,0
3927,G1XVdvt3EHI,['not_speech'],['Camera'],0,0,0,0,0,0
3928,G1ufesfZkEY,"['speech', 'child_speech']","['Speech', 'Children playing']",2,1,0,0,1,0
3929,G2JDDwIuNrQ,"['not_speech', 'not_speech']","['Music', 'Pour']",0,0,0,0,0,0
3930,G2LzSItsQ80,"['not_speech', 'not_speech']","['Organ', 'Hammond organ']",0,0,0,0,0,0
3931,G2M6OYBwfbc,['not_speech'],['Tubular bells'],0,0,0,0,0,0
3932,G2XmUYSvXIM,['not_speech'],"['Trickle, dribble']",0,0,0,0,0,0
3933,G2jq2X-00n4,"['not_speech', 'speech', 'not_speech']","['Engine', 'Speech', 'Engine starting']",1,0,0,0,1,0
3934,G2uCAwYS6w0,"['not_speech', 'not_speech']","['Music', 'Zing']",0,0,0,0,0,0
3935,G3GR-m8Q3Zk,"['not_speech', 'not_speech']","['Gunshot, gunfire', 'Machine gun']",0,0,0,0,0,0
3936,G3fkTXAoeJs,['not_speech'],['Tick'],0,0,0,0,0,0
3937,G4FTYFDLp-I,['not_speech'],"['Slap, smack']",0,0,0,0,0,0
3938,G4MGJscUp6c,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Music', 'Music for children', 'Speech', 'Boing']",1,0,0,0,1,0
3939,G4NBY_efutE,"['not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Power windows, electric windows', 'Vehicle', 'Speech', 'Car', 'Outside, urban or manmade']",1,0,0,0,1,0
3940,G4RkOGp9qSk,['not_speech'],['Creak'],0,0,0,0,0,0
3941,G4VCRzaRXQo,"['not_speech', 'not_speech']","['Bathtub (filling or washing)', 'Water']",0,0,0,0,0,0
3942,G4fTKotMoWI,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Guitar', 'Acoustic guitar', 'Music', 'Steel guitar, slide guitar', 'Strum', 'Plucked string instrument']",0,0,0,0,0,0
3943,G5-Q3SegMa0,"['not_speech', 'not_speech']","['Wind instrument, woodwind instrument', 'Flute']",0,0,0,0,0,0
3944,G5JHJcvqxqQ,['not_speech'],['Scissors'],0,0,0,0,0,0
3945,G5LqrMcq1QE,"['not_speech', 'not_speech']","['Brass instrument', 'Trombone']",0,0,0,0,0,0
3946,G68JnDjOMzk,"['not_speech', 'not_speech', 'not_speech']","['Ratchet, pawl', 'Pulleys', 'Mechanisms']",0,0,0,0,0,0
3947,G6A9NKeK8ko,"['not_speech', 'not_speech']","['Music', 'Thunk']",0,0,0,0,0,0
3948,G6GcASLW25w,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Video game music', 'Background music', 'Music', 'Soundtrack music']",0,0,0,0,0,0
3949,G6sxdejGOqw,"['not_speech', 'not_speech']","['Cutlery, silverware', 'Dishes, pots, and pans']",0,0,0,0,0,0
3950,G7JFyw4L_7A,"['not_speech', 'not_speech']","['Toilet flush', 'Water']",0,0,0,0,0,0
3951,G7ZE5J9gHMQ,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech', 'not_speech']","['Motor vehicle (road)', 'Accelerating, revving, vroom', 'Vehicle', 'Speech', 'Car', 'Medium engine (mid frequency)', 'Outside, urban or manmade']",1,0,0,0,1,0
3952,G7qe64jM9zs,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Railroad car, train wagon', 'Train horn', 'Train whistle', 'Rail transport', 'Steam whistle', 'Steam', 'Train', 'Hiss']",0,0,0,0,0,0
3953,G7uGXneD8fg,['not_speech'],['Whistle'],0,0,0,0,0,0
3954,G81uH2Cu_eY,"['not_speech', 'not_speech', 'not_speech']","['Silence', 'Breaking', 'Sound effect']",0,0,0,0,0,0
3955,G880gxjj9dI,"['not_speech', 'speech']","['Whimper', 'Speech']",1,0,0,0,1,0
3956,G8F5LQn-4jQ,"['not_speech', 'not_speech', 'not_speech']","['Engine', 'Mechanical fan', 'Jet engine']",0,0,0,0,0,0
3957,G8adMN5cIGM,['not_speech'],['Clapping'],0,0,0,0,0,0
3958,G98iAL8N1IM,['not_speech'],['Mains hum'],0,0,0,0,0,0
3959,G99cFqw5q4w,['not_speech'],['Harmonic'],0,0,0,0,0,0
3960,G9JY5T6n0VE,"['not_speech', 'not_speech']","['Buzzer', 'Music']",0,0,0,0,0,0
3961,GA2nJFtom1k,['not_speech'],['Throbbing'],0,0,0,0,0,0
3962,GAohd8KvONo,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Trickle, dribble', 'Scary music']",0,0,0,0,0,0
3963,GAuhUTzNwiY,['not_speech'],['Blender'],0,0,0,0,0,0
3964,GBLKj2d0iC4,"['not_speech', 'not_speech']","['Music', 'Theremin']",0,0,0,0,0,0
3965,GBsate-JQAo,"['not_speech', 'speech', 'not_speech']","['Blues', 'Singing', 'Music']",1,0,0,0,1,0
3966,GC1ajVlK-ek,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Railroad car, train wagon', 'Train horn', 'Rail transport', 'Train wheels squealing']",0,0,0,0,0,0
3967,GCCJV53zu3w,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Organ', 'Hammond organ', 'Keyboard (musical)', 'Piano']",0,0,0,0,0,0
3968,GCJkUrPp6hY,"['not_speech', 'not_speech']","['Buzzer', 'Alarm']",0,0,0,0,0,0
3969,GCMRbwdW8Xc,['not_speech'],"['Trickle, dribble']",0,0,0,0,0,0
3970,GCVw4MarbJE,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Wind', 'Ship', 'Wind noise (microphone)']",0,0,0,0,0,0
3971,GCWCB_3fvkI,"['speech', 'not_speech', 'speech']","['Conversation', 'Music', 'Speech']",2,0,0,0,2,0
3972,GCo2uCLXvhk,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bee, wasp, etc.', 'Bird vocalization, bird call, bird song', 'Insect', 'Chirp, tweet', 'Fly, housefly']",0,0,0,0,0,0
3973,GD1vgJwYR4Q,"['male_speech', 'not_speech', 'not_speech', 'speech']","['Male speech, man speaking', 'Chuckle, chortle', 'Snicker', 'Speech']",2,0,0,1,1,0
3974,GD8XWhkFC50,"['not_speech', 'speech']","['Snicker', 'Speech']",1,0,0,0,1,0
3975,GDIE8MBDr2M,['not_speech'],['Crushing'],0,0,0,0,0,0
3976,GDnR4oQX_JU,['not_speech'],['Whip'],0,0,0,0,0,0
3977,GDpUS5fvvq0,"['speech', 'not_speech']","['Crowd', 'Battle cry']",1,0,0,0,1,0
3978,GESrnHr-SjU,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bird vocalization, bird call, bird song', 'Hoot', 'Owl']",0,0,0,0,0,0
3979,GEe3GjqYRMA,"['not_speech', 'not_speech', 'not_speech']","['Splinter', 'Crushing', 'Wood']",0,0,0,0,0,0
3980,GEqd1WLy6Nk,"['not_speech', 'speech']","['Scrape', 'Speech']",1,0,0,0,1,0
3981,GEwEOl3uxC4,"['speech', 'not_speech']","['Speech', 'Fireworks']",1,0,0,0,1,0
3982,GF8QWSW0UbY,"['not_speech', 'not_speech']","['Chant', 'Music']",0,0,0,0,0,0
3983,GFJNgqcX7u0,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Echo', 'Effects unit', 'Guitar', 'Music', 'Musical instrument', 'Plucked string instrument', 'Distortion']",0,0,0,0,0,0
3984,GFPgM_v0dwo,"['speech', 'not_speech']","['Speech', 'Boing']",1,0,0,0,1,0
3985,GFT6TeQx_0U,"['not_speech', 'not_speech', 'not_speech']","['Reverberation', 'Effects unit', 'Music']",0,0,0,0,0,0
3986,GFg6BowJgh0,"['not_speech', 'not_speech', 'not_speech']","['Drill', 'Tools', 'Power tool']",0,0,0,0,0,0
3987,GFk9pT8JIQk,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech']","['Echo', 'Effects unit', 'Guitar', 'Music', 'Musical instrument', 'Speech']",1,0,0,0,1,0
3988,GFkB9Par4M8,"['not_speech', 'not_speech', 'speech']","['Chainsaw', 'Environmental noise', 'Speech']",1,0,0,0,1,0
3989,GFqnzy2qAz0,['not_speech'],['String section'],0,0,0,0,0,0
3990,GG3gUzWRZi8,['not_speech'],['Microwave oven'],0,0,0,0,0,0
3991,GGHhYzhaIgI,"['not_speech', 'not_speech']","['Harmonica', 'Wind instrument, woodwind instrument']",0,0,0,0,0,0
3992,GGILl1DBto8,['not_speech'],['Knock'],0,0,0,0,0,0
3993,GGoYBJvPEdY,"['not_speech', 'not_speech']","['Ding', 'Clang']",0,0,0,0,0,0
3994,GGomuS9XTGo,"['not_speech', 'not_speech']","['Music', 'Yell']",0,0,0,0,0,0
3995,GH4Ae3x12Lk,"['speech', 'not_speech', 'speech', 'not_speech']","['Crying, sobbing', 'Music', 'Speech', 'Baby cry, infant cry']",2,0,0,0,2,0
3996,GHQlBD-6rkA,"['speech', 'not_speech', 'not_speech', 'not_speech']","['Singing', 'Music', 'Song', 'Zing']",1,0,0,0,1,0
3997,GHowpWCU9Lo,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Wind', 'Ocean', 'Ship', 'Wind noise (microphone)']",0,0,0,0,0,0
3998,GI1YUTNZxMM,"['not_speech', 'not_speech']","['Croak', 'Frog']",0,0,0,0,0,0
3999,GILXjY_tdME,['not_speech'],['Squawk'],0,0,0,0,0,0
4000,GINmvzOpfvc,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bird vocalization, bird call, bird song', 'Chirp, tweet', 'Coo', 'Pigeon, dove']",0,0,0,0,0,0
4001,GISQt5yiuos,"['not_speech', 'speech']","['Spray', 'Speech']",1,0,0,0,1,0
4002,GIWJpC_OW1E,"['not_speech', 'not_speech', 'speech']","['Burping, eructation', 'Music', 'Speech']",1,0,0,0,1,0
4003,GIyyb98bgno,"['not_speech', 'not_speech', 'speech']","['Door', 'Knock', 'Speech']",1,0,0,0,1,0
4004,GJYhDjThTHM,"['not_speech', 'not_speech', 'not_speech']","['Theme music', 'Music', 'Burst, pop']",0,0,0,0,0,0
4005,GJhYkfI7jpU,"['not_speech', 'not_speech']","['Mechanical fan', 'Idling']",0,0,0,0,0,0
4006,GKI-U3aTKSA,"['not_speech', 'not_speech']","['Music', 'Music of Bollywood']",0,0,0,0,0,0
4007,GL09sLcKW4M,"['not_speech', 'not_speech']","['Gunshot, gunfire', 'Machine gun']",0,0,0,0,0,0
4008,GLIXnXZEOxY,"['speech', 'not_speech', 'not_speech']","['Singing', 'Music', 'Female singing']",1,0,0,0,1,0
4009,GLS43jSp2b0,"['not_speech', 'not_speech', 'not_speech']","['Hands', 'Clapping', 'Inside, small room']",0,0,0,0,0,0
4010,GLZydk5-PRw,"['not_speech', 'speech', 'not_speech']","['Sniff', 'Speech', 'Inside, small room']",1,0,0,0,1,0
4011,GLm6J1hBnLQ,['not_speech'],['Bicycle bell'],0,0,0,0,0,0
4012,GMtb7U-8IYM,"['not_speech', 'not_speech']","['Music', 'Scary music']",0,0,0,0,0,0
4013,GN6kEiASxaE,"['not_speech', 'not_speech']","['Basketball bounce', 'Trickle, dribble']",0,0,0,0,0,0
4014,GN7JVDmHFCc,"['not_speech', 'not_speech']","['Toot', 'Vehicle']",0,0,0,0,0,0
4015,GNN6PhC6F8Q,"['speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech']","['Singing', 'Guitar', 'Music', 'Musical instrument', 'Rock music', 'Shout']",2,0,0,0,2,0
4016,GNQUA0bI5b0,"['speech', 'speech', 'not_speech']","['Hubbub, speech noise, speech babble', 'Speech', 'Outside, urban or manmade']",2,0,0,0,2,0
